strava_id,activity_id,distance,elevation,avg_power,time,tour_year,stage,ride_day,race_start_day,segments,year,profile_score,startlist_quality,time_delta,elevation_ratio,time_trial,no_sessions,mean_train_dist,mean_train_avg_speed,mean_train_elevation,mean_train_EVD
722861,9113913060,198.15,3837.0,273.0,19773,giro-2023,15,2023-05-21,2023-05-08,[],2023,202.0,835,13,0.9508940188097097,0,16.0,114.9775,32.6093577329964,1443.8125,1.1534006324851862
616061,5612150147,192.03,4107.0,291.0,21211,tdf-2021,15,2021-07-11,2021-06-26,[],2021,234.0,1646,15,0.9553317841466564,0,87.0,85.94701149425288,28.589285497401253,1438.6436781609195,1.8232002974881043
1514397,4038183567,173.3,1134.0,,15225,tdf-2020,11,2020-09-09,2020-08-29,[],2020,13.0,1662,11,0.8674367015987149,0,43.0,105.15511627906977,29.61647972823155,1962.8372093023256,1.7503040683186415
3745308,7510465243,188.84,1323.0,,14483,tdf-2022,19,2022-07-22,2022-07-01,[],2022,35.0,1551,21,0.8750926023917875,0,72.0,103.77402777777779,32.44226365234445,786.5833333333334,0.744705772229721
37167909,5284754537,181.06,391.0,,15581,giro-2021,5,2021-05-12,2021-05-08,[],2021,0.0,885,4,0.683494738314163,0,56.0,103.40535714285714,33.808387835677884,1035.5714285714287,0.8471742022600441
1508855,7097922528,207.51,1378.0,241.0,18100,giro-2022,1,2022-05-06,2022-05-06,[],2022,51.0,817,0,0.8691209768465668,0,10.0,101.387,32.95266922438174,1347.7,1.1454352750220191
4067146,5548393730,146.21,1417.0,266.0,11503,tdf-2021,4,2021-06-29,2021-06-26,[],2021,24.0,1646,3,0.9064681008949533,0,91.0,97.17747252747252,32.2794564113283,1153.4725274725274,1.1486081450930343
31391746,5563528278,253.61,3193.0,228.0,21625,tdf-2021,7,2021-07-02,2021-06-26,[],2021,146.0,1646,6,0.9264175523195255,0,75.0,106.4448,33.14817269184501,1293.4533333333334,1.0838619840477486
16571022,5346007002,145.44,1402.0,249.0,13927,giro-2021,15,2021-05-23,2021-05-08,[],2021,106.0,885,15,0.9060125109858863,0,48.0,90.46166666666666,30.800842974586235,1474.25,1.4208646271365721
4774417,9406185129,169.27,742.0,,13539,tdf-2023,7,2023-07-07,2023-07-01,[],2023,7.0,1584,6,0.8142482469520559,0,59.0,103.84559322033898,33.14102811629185,1858.1186440677966,1.6917718566431326
20904837,5291053745,156.39,3469.0,292.0,16916,giro-2021,6,2021-05-13,2021-05-08,[],2021,221.0,885,5,0.9568625720267337,0,15.0,165.796,42.72676518335173,1697.6666666666667,0.9513209728495854
440227,3991811385,201.82,2663.0,269.0,19454,tdf-2020,3,2020-08-31,2020-08-29,[],2020,81.0,1662,2,0.9295522929887392,0,83.0,107.2321686746988,31.88931908113467,1071.6506024096386,0.9545914604398696
1809256,5590218606,205.99,4611.0,293.0,22079,tdf-2021,11,2021-07-07,2021-06-26,[],2021,282.0,1646,11,0.9572367806451747,0,82.0,97.24634146341464,30.392236826233397,1594.3536585365853,1.6654582201048336
1832492,7157928248,205.01,1848.0,,18363,giro-2022,10,2022-05-17,2022-05-06,[],2022,86.0,817,11,0.9001417430991567,0,45.0,98.59599999999999,32.40204588078161,986.9333333333333,0.8076286338208584
3286366,7124904014,180.45,2014.0,,15313,giro-2022,5,2022-05-11,2022-05-06,[],2022,31.0,817,5,0.9177698284308142,0,43.0,96.5446511627907,29.770378187874357,1652.906976744186,1.5501811689513625
2305481,7148178167,199.05,4837.0,,23749,giro-2022,9,2022-05-15,2022-05-06,[],2022,458.0,817,9,0.9604749754271701,0,23.0,115.14478260869565,34.07304159600999,764.0434782608696,0.5581497077973505
3470393,9444586677,178.99,3095.0,,15929,tdf-2023,12,2023-07-13,2023-07-01,[],2023,147.0,1584,12,0.9453297047333682,0,75.0,98.76079999999999,33.0425579352131,984.5333333333333,0.930514591738149
197359,9046374657,181.07,2578.0,257.0,17959,giro-2023,5,2023-05-10,2023-05-08,[],2023,77.0,835,2,0.9343728140279152,0,54.0,105.08055555555556,31.254450198592796,1763.4074074074074,1.5579826482445556
2754904,7473605588,198.3,1828.0,264.0,16322,tdf-2022,13,2022-07-15,2022-07-01,[],2022,78.0,1551,14,0.9021368997680501,0,29.0,154.5951724137931,37.79477489919933,2363.103448275862,1.4604993749785242
4571461,7419531589,177.63,1944.0,,15266,tdf-2022,4,2022-07-05,2022-07-01,[],2022,63.0,1551,4,0.91627663635978,0,13.0,129.35,28.87706783583744,2862.0,2.1411146430420236
25190926,4005965777,193.83,3119.0,274.0,17901,tdf-2020,6,2020-09-03,2020-08-29,[],2020,227.0,1662,5,0.9414911118288594,0,81.0,113.67641975308644,28.762312959409876,2389.604938271605,2.050973679319135
49597893,9107160379,189.15,2552.0,,17322,giro-2023,14,2023-05-20,2023-05-08,[],2023,68.0,835,12,0.9309961147693486,0,12.0,104.55250000000001,37.9137150088275,1290.8333333333333,1.14942981843014
9135247,7215949671,154.38,2305.0,266.0,18028,giro-2022,20,2022-05-28,2022-05-06,[],2022,392.0,817,22,0.9372280818742935,0,46.0,93.71173913043478,33.77794985796651,880.8913043478261,0.832282392839981
7178190,5285142863,174.91,381.0,213.0,15144,giro-2021,5,2021-05-12,2021-05-08,[],2021,0.0,885,4,0.6853627385727906,0,41.0,119.34000000000002,34.562973089790965,1455.7073170731708,1.1946749820464821
3068615,7157897641,195.22,1828.0,,16788,giro-2022,10,2022-05-17,2022-05-06,[],2022,86.0,817,11,0.9035102460434357,0,50.0,99.59479999999999,29.154946213253847,1763.52,1.6105158102393338
1855274,5605494442,190.01,2670.0,298.0,17460,tdf-2021,14,2021-07-10,2021-06-26,[],2021,125.0,1646,14,0.9335631693595476,0,72.0,107.54819444444445,32.03348460776162,1338.1666666666667,1.1441446020179442
2289445,5601508773,219.04,1943.0,278.0,18255,tdf-2021,13,2021-07-09,2021-06-26,[],2021,29.0,1646,13,0.8986882758875877,0,41.0,104.58219512195122,35.20442076039332,1490.3658536585365,1.282473037175811
557974,7409853632,185.42,1346.0,251.0,15610,tdf-2022,3,2022-07-03,2022-07-01,[],2022,16.0,1551,2,0.8789228297919578,0,63.0,100.11650793650794,28.646670545284326,2056.3968253968255,1.946971775557152
4040441,5632142262,134.66,3556.0,343.0,14023,tdf-2021,18,2021-07-15,2021-06-26,[],2021,367.0,1646,19,0.9635133011439688,0,38.0,122.49657894736842,35.49264622450263,1540.4473684210527,1.2004945023391322
2006007,7505872076,161.65,3926.0,295.0,18196,tdf-2022,18,2022-07-21,2022-07-01,[],2022,408.0,1551,20,0.9604540506158795,0,43.0,110.85023255813954,30.803780252275374,1808.8139534883721,1.6502761606408425
384548,4035774341,174.38,1122.0,233.0,15450,tdf-2020,11,2020-09-09,2020-08-29,[],2020,13.0,1662,11,0.865486971412703,0,80.0,111.56912500000001,30.383772486309887,1112.7375,0.9429884044034262
439826,7195660605,209.27,5301.0,289.0,24674,giro-2022,16,2022-05-24,2022-05-06,[],2022,376.0,817,18,0.9620218247018748,0,20.0,133.81,34.300282919217565,1694.4,1.2302438794343877
14762808,5558538011,164.49,937.0,292.0,12529,tdf-2021,6,2021-07-01,2021-06-26,[],2021,5.0,1646,5,0.8506659161680996,0,66.0,114.64636363636363,31.36671100979695,1397.0454545454545,1.1321408511612536
7178190,5378468260,160.77,3740.0,286.0,17904,giro-2021,20,2021-05-29,2021-05-08,[],2021,305.0,885,21,0.9587850603855136,0,41.0,119.34000000000002,34.562973089790965,1455.7073170731708,1.1946749820464821
3855537,7514840175,40.46,555.0,384.0,3201,tdf-2022,20,2022-07-23,2022-07-01,[],2022,39.0,1551,22,0.9320525308165115,1,79.0,108.02037974683545,34.38789035019557,815.126582278481,0.8108149613773774
254096,7473559962,198.23,1730.0,251.0,16323,tdf-2022,13,2022-07-15,2022-07-01,[],2022,78.0,1551,14,0.8971958739362006,0,82.0,101.23829268292684,30.303053240088296,2055.7926829268295,2.014016446540689
39169689,9040091686,173.23,3531.0,304.0,15864,giro-2023,4,2023-05-09,2023-05-08,[],2023,207.0,835,1,0.9532345453711027,0,59.0,97.74559322033898,32.12723079895968,1667.3898305084747,1.5457294820535132
4411135,5282832690,192.81,3104.0,,20000,giro-2021,4,2021-05-11,2021-05-08,[],2021,252.0,885,3,0.941516192925889,0,37.0,89.21297297297298,31.59010809033386,1289.837837837838,1.2784220192188294
13787818,7494754725,183.3,2985.0,307.0,17515,tdf-2022,16,2022-07-19,2022-07-01,[],2022,204.0,1551,18,0.9421456301486602,0,29.0,107.84,30.145174936278984,2193.9655172413795,1.9030978645155214
2824377,7195745482,210.79,5305.0,282.0,25196,giro-2022,16,2022-05-24,2022-05-06,[],2022,376.0,817,18,0.961784259371731,0,42.0,105.96142857142857,32.23206451993864,1043.3095238095239,0.8946061486772178
616061,9438010824,183.86,1707.0,265.0,15288,tdf-2023,11,2023-07-12,2023-07-01,[],2023,34.0,1584,11,0.9027638217530647,0,12.0,116.44916666666667,29.69057588966457,2149.1666666666665,1.97624963195155
12607976,9089443680,225.66,1983.0,291.0,19915,giro-2023,11,2023-05-17,2023-05-08,[],2023,60.0,835,9,0.8978294531525903,0,42.0,89.6297619047619,32.57070470305935,1296.0714285714287,1.3138294892514573
16345356,5595222166,163.97,1870.0,287.0,13914,tdf-2021,12,2021-07-08,2021-06-26,[],2021,52.0,1646,12,0.919384258371559,0,82.0,97.12829268292683,33.630165734831316,930.2926829268292,0.8109637046881945
1630132,4005804141,189.8,3045.0,,16483,tdf-2020,6,2020-09-03,2020-08-29,[],2020,227.0,1662,5,0.9413255842710523,0,65.0,120.61892307692307,30.765480060063474,2483.846153846154,2.095947642152652
1754389,9052434773,168.5,2362.0,271.0,15761,giro-2023,6,2023-05-11,2023-05-08,[],2023,92.0,835,3,0.9334123690970164,0,36.0,122.90333333333335,34.40049831240894,2049.8888888888887,1.687671399343233
16571022,5279216842,188.06,3101.0,279.0,19573,giro-2021,4,2021-05-11,2021-05-08,[],2021,252.0,885,3,0.9428225693663235,0,48.0,90.46166666666666,30.800842974586235,1474.25,1.4208646271365721
1405137,7419734601,177.74,1860.0,,15629,tdf-2022,4,2022-07-05,2022-07-01,[],2022,63.0,1551,4,0.9127759184194254,0,74.0,113.71918918918918,31.549618068148373,2184.0945945945946,1.7662648223692308
3123001,9064440967,212.94,3063.0,281.0,19661,giro-2023,8,2023-05-13,2023-05-08,[],2023,180.0,835,5,0.9349988095020055,0,46.0,113.52456521739131,34.534377344883275,997.0434782608696,0.7425678695153267
2323575,7447236475,192.1,3565.0,332.0,19251,tdf-2022,9,2022-07-10,2022-07-01,[],2022,223.0,1551,9,0.9488701392031088,0,13.0,114.25769230769232,30.58647541487699,1811.3076923076924,1.5933788078810156
2922866,7174221014,153.42,1691.0,302.0,13007,giro-2022,13,2022-05-20,2022-05-06,[],2022,51.0,817,14,0.9168193795339455,0,37.0,88.77432432432433,32.95878657698351,645.6486486486486,0.5693803414343168
14762808,3991790560,201.97,2691.0,277.0,19615,tdf-2020,3,2020-08-31,2020-08-29,[],2020,81.0,1662,2,0.9301859334870394,0,74.0,117.41716216216217,31.578840927881664,1348.5,1.0922863264232257
3123001,7217078274,168.04,4472.0,306.0,18592,giro-2022,20,2022-05-28,2022-05-06,[],2022,392.0,817,22,0.9637847949586642,0,47.0,97.00744680851065,34.56485250263326,757.7021276595744,0.5782688896217082
3056059,7441216104,185.58,1649.0,,15299,tdf-2022,8,2022-07-09,2022-07-01,[],2022,87.0,1551,8,0.8988433319887931,0,50.0,132.7066,31.38292840906282,2710.44,2.0447823118559354
9421925,9412756895,204.9,2016.0,,16039,tdf-2023,8,2023-07-08,2023-07-01,[],2023,61.0,1584,7,0.9077401053626908,0,75.0,112.59506666666665,33.07326919524824,1453.6266666666668,1.2865228956635086
1557033,7510497953,191.3,1421.0,257.0,14838,tdf-2022,19,2022-07-22,2022-07-01,[],2022,35.0,1551,21,0.8813496247596602,0,78.0,104.38846153846154,30.839136441460766,1935.9102564102564,1.818474525614901
1668485,4005892543,193.85,3138.0,283.0,18526,tdf-2020,6,2020-09-03,2020-08-29,[],2020,227.0,1662,5,0.9418191095037292,0,46.0,137.4676086956522,32.6582908844391,1452.8260869565217,1.0827526209533993
49597893,9058315257,217.08,3912.0,,22000,giro-2023,7,2023-05-12,2023-05-08,[],2023,253.0,835,4,0.947426545380569,0,12.0,104.55250000000001,37.9137150088275,1290.8333333333333,1.14942981843014
1405137,3988069494,195.5,3515.0,286.0,20112,tdf-2020,2,2020-08-30,2020-08-29,[],2020,188.0,1662,1,0.947311683061582,0,55.0,115.05545454545455,29.432933395454004,2209.9454545454546,1.927053052480499
36356974,5575209065,157.68,4498.0,,19417,tdf-2021,9,2021-07-04,2021-06-26,[],2021,381.0,1646,8,0.9661316928998556,0,78.0,89.81192307692308,32.41929129452316,1010.1666666666666,0.9938812200847391
254096,9420010494,186.24,3554.0,,16664,tdf-2023,9,2023-07-09,2023-07-01,[],2023,273.0,1584,8,0.9502064038671316,0,85.0,115.80058823529411,30.680100436127486,2441.5176470588235,2.095604099494534
1808024,7124872859,180.39,2015.0,,15363,giro-2022,5,2022-05-11,2022-05-06,[],2022,31.0,817,5,0.9178323669143068,0,40.0,110.35775000000001,29.145482268099453,2115.6,1.831064293838261
36356974,9482098319,167.9,5272.0,,20217,tdf-2023,17,2023-07-19,2023-07-01,[],2023,445.0,1584,18,0.9691354620489347,0,22.0,101.11227272727272,31.354881367207152,1190.5,1.1371304352473188
9796680,5553196746,26.9,314.0,311.0,2215,tdf-2021,5,2021-06-30,2021-06-26,[],2021,17.0,1646,4,0.9210912290994427,1,89.0,99.09674157303371,29.914246980597234,1790.629213483146,1.7666457469793764
7633523,9369188603,197.63,3419.0,251.0,18858,tdf-2023,1,2023-07-01,2023-07-01,[],2023,166.0,1584,0,0.9453552063661474,0,67.0,105.08477611940299,31.040441791204103,1507.44776119403,1.3925084021118348
13194699,5285239361,184.93,437.0,183.0,16538,giro-2021,5,2021-05-12,2021-05-08,[],2021,0.0,885,4,0.7026514237936745,0,53.0,103.55150943396225,29.64244655759696,1800.566037735849,1.737245262326333
4057312,9094914127,191.61,2360.0,,17704,giro-2023,12,2023-05-18,2023-05-08,[],2023,112.0,835,10,0.9249062356708118,0,47.0,75.65914893617021,29.15409501071274,1817.2553191489362,2.2892909973905695
2655853,5532821823,197.17,2790.0,287.0,16537,tdf-2021,1,2021-06-26,2021-06-26,[],2021,109.0,1646,0,0.9339943826431036,0,57.0,122.88,32.15394002143005,2019.0526315789473,1.5905510735490889
1678917,9474564689,22.23,648.0,,2414,tdf-2023,16,2023-07-18,2023-07-01,[],2023,109.0,1584,17,0.9668322814556197,1,73.0,103.81164383561644,32.733240801387105,1623.9315068493152,1.4427185241068423
19593505,7419788631,170.96,1648.0,258.0,14798,tdf-2022,4,2022-07-05,2022-07-01,[],2022,63.0,1551,4,0.9060122267669437,0,24.0,124.58291666666668,32.708988546725436,2439.2916666666665,1.892771754944567
25495602,5632249450,135.23,3555.0,,15026,tdf-2021,18,2021-07-15,2021-06-26,[],2021,367.0,1646,19,0.963354587654428,0,74.0,107.21256756756756,32.603904696122456,1492.3243243243244,1.292169178889313
1678917,7478940415,201.23,3529.0,,19137,tdf-2022,14,2022-07-16,2022-07-01,[],2022,170.0,1551,15,0.946054264750431,0,75.0,114.84720000000002,34.08358012166836,1429.32,1.0812432447270455
6021015,5621719005,167.86,1580.0,,15320,tdf-2021,16,2021-07-13,2021-06-26,[],2021,177.0,1646,17,0.9039625599304292,0,32.0,133.7553125,33.94282070822477,2579.0625,1.837926950328344
9479785,7398097097,13.04,27.0,,979,tdf-2022,1,2022-07-01,2022-07-01,[],2022,0.0,1551,0,0.6743256743256744,1,74.0,103.26027027027027,32.62244284492897,1269.4324324324325,1.1876494262676915
4040441,4073492276,193.67,4397.0,298.0,19974,tdf-2020,18,2020-09-17,2020-08-29,[],2020,314.0,1662,19,0.957812258341375,0,51.0,128.65392156862745,30.95823555138062,2288.0,1.7508009861181397
2404608,7425959023,169.04,828.0,348.0,13111,tdf-2022,5,2022-07-06,2022-07-01,[],2022,1.0,1551,5,0.8304581561421809,0,63.0,113.75984126984127,32.367951071481315,1803.3492063492063,1.4789187443886822
27129740,7119762304,171.28,3554.0,280.0,17800,giro-2022,4,2022-05-10,2022-05-06,[],2022,251.0,817,4,0.9540222479920972,0,43.0,111.21720930232559,33.78330311555723,1144.139534883721,0.9856589677907976
3194779,7124880260,172.49,2007.0,284.0,14681,giro-2022,5,2022-05-11,2022-05-06,[],2022,31.0,817,5,0.9208576318313001,0,54.0,105.53777777777778,33.99161494965609,1299.7222222222222,1.0508233404308311
2289445,5612045299,188.73,4360.0,,18806,tdf-2021,15,2021-07-11,2021-06-26,[],2021,234.0,1646,15,0.9585092981997174,0,41.0,104.58219512195122,35.20442076039332,1490.3658536585365,1.282473037175811
21536765,5361876005,191.66,3263.0,270.0,19258,giro-2021,17,2021-05-26,2021-05-08,[],2021,408.0,885,18,0.9445213132406662,0,30.0,121.74366666666667,33.558566546729146,2079.866666666667,1.6607375500765094
1118391,7098065542,207.53,1401.0,203.0,18066,giro-2022,1,2022-05-06,2022-05-06,[],2022,51.0,817,0,0.870981579454533,0,51.0,106.91372549019609,31.516014926526804,1759.0,1.7013976194788334
104028,5340030692,206.4,3394.0,,21842,giro-2021,14,2021-05-22,2021-05-08,[],2021,341.0,885,14,0.9426730363292968,0,48.0,109.51854166666668,32.50751170618455,1706.625,1.3898405211103453
4774417,9580190671,112.53,721.0,,10584,tdf-2023,21,2023-07-23,2023-07-01,[],2023,14.0,1584,22,0.8649958609768095,0,59.0,103.84559322033898,33.14102811629185,1858.1186440677966,1.6917718566431326
7633523,3996851750,162.96,3104.0,223.0,16515,tdf-2020,4,2020-09-01,2020-08-29,[],2020,200.0,1662,3,0.9501187648456056,0,67.0,112.50925373134328,31.555096327855033,1954.7313432835822,1.6944896209818858
